期号,红1,红2,红3,红4,红5,红6,蓝
2025481,5,6,11,13,25,28,8
2025482,10,11,19,21,26,27,14
2025483,7,9,14,19,27,33,12
2025484,1,9,16,21,22,29,10
2025485,2,3,5,11,12,16,2
2025486,6,22,23,25,28,29,15
2025487,1,6,11,12,19,25,3
2025488,12,15,17,21,24,26,16
2025489,10,11,16,24,25,32,7
2025490,2,11,12,14,15,23,15
2025491,13,21,26,28,30,33,15
2025492,5,24,25,29,30,31,13
2025493,2,5,11,26,27,28,13
2025494,1,10,12,14,26,32,6
2025495,1,4,7,10,12,13,16
2025496,1,7,10,11,16,18,13
2025497,9,11,18,20,27,28,8
2025498,13,14,16,20,24,32,14
2025499,2,4,11,12,22,32,3
2025500,5,8,10,20,21,31,16
2025501,1,10,14,16,21,27,6
2025502,14,20,22,30,32,33,4
2025503,9,11,12,19,24,26,5
2025504,1,3,12,15,24,31,14
2025505,8,11,14,16,23,31,11
2025506,11,18,19,26,31,32,11
2025507,9,11,13,21,26,31,8
2025508,1,16,19,31,32,33,11
2025509,5,7,13,20,25,33,11
2025510,6,15,20,24,29,32,9
2025511,5,7,13,25,26,29,9
2025512,2,10,16,24,25,28,8
2025513,1,11,12,15,20,27,16
2025514,10,11,16,18,30,31,7
2025515,2,8,10,13,24,30,7
2025516,8,13,14,19,26,33,1
2025517,1,5,7,10,17,20,1
2025518,5,6,12,15,25,27,15
2025519,11,15,20,25,32,33,4
2025520,7,9,18,20,23,30,15
2025521,1,5,11,19,32,33,4
2025522,4,5,12,16,18,21,11
2025523,2,11,14,21,25,31,13
2025524,2,12,20,21,25,27,10
2025525,2,3,17,21,24,29,5
2025526,3,5,29,30,32,33,4
2025527,3,11,12,16,25,29,11
2025528,3,6,11,16,25,27,13
2025529,4,13,21,23,26,27,5
2025530,4,6,14,15,25,33,9
2025531,2,15,16,18,21,22,1
2025532,2,4,8,15,16,30,8
2025533,9,10,11,13,17,30,13
2025534,1,2,16,19,22,23,14
2025535,2,3,5,7,19,31,8
2025536,1,3,12,19,23,32,12
2025537,5,7,11,13,18,33,1
2025538,12,13,17,18,19,32,6
2025539,7,9,11,13,17,31,13
2025540,1,8,15,19,20,31,13
2025541,2,4,12,13,14,26,4
2025542,13,14,19,24,25,29,10
2025543,2,12,14,15,20,21,8
2025544,1,10,14,17,30,33,7
2025545,7,12,13,16,22,24,11
2025546,6,16,20,25,26,30,16
2025547,1,3,4,16,19,20,1
2025548,1,4,9,10,31,32,15
2025549,2,4,7,11,12,25,7
2025550,3,9,14,21,24,28,1
2025551,3,4,5,10,20,29,9
2025552,4,14,21,24,30,33,1
2025553,1,3,4,12,24,31,8
2025554,1,9,18,19,23,30,16
2025555,3,5,7,10,13,22,13
2025556,2,3,14,15,16,27,14
2025557,1,2,12,19,22,29,3
2025558,7,16,18,19,24,26,9
2025559,2,7,8,18,28,31,15
2025560,1,3,19,27,28,31,14
2025561,2,15,23,24,28,32,10
2025562,6,12,15,20,24,27,16
2025563,11,12,22,24,29,32,5
2025564,6,13,14,19,21,23,12
2025565,5,10,23,25,27,30,16
2025566,3,14,20,24,27,31,9
2025567,9,12,15,21,22,30,15
2025568,3,11,17,21,28,33,5
2025569,5,11,19,22,26,28,7
2025570,4,6,14,26,27,29,2
2025571,1,7,9,18,22,30,6
2025572,4,11,15,16,22,24,12
2025573,8,12,19,24,26,33,14
2025574,5,7,15,21,31,32,7
2025575,1,3,5,7,16,23,10
2025576,7,10,16,18,26,27,4
2025577,1,2,4,10,13,31,7
2025578,3,4,5,9,12,15,14
2025579,1,10,20,23,26,33,11
2025580,7,10,14,20,24,25,16
2025581,2,3,11,12,16,32,1
2025582,13,17,25,26,28,31,4
2025583,1,16,22,23,28,31,13
2025584,3,16,25,29,32,33,9
2025585,6,8,23,24,27,33,4
2025586,8,11,20,24,25,30,16
2025587,3,10,18,21,23,25,15
2025588,1,4,5,14,22,27,1
2025589,3,6,15,17,29,33,9
2025590,4,9,19,23,25,32,16
2025591,2,6,10,12,28,29,10
2025592,4,5,22,27,28,33,3
2025593,1,8,13,16,31,33,6
2025594,3,6,8,10,11,25,16
2025595,4,15,23,26,29,32,6
2025596,1,9,19,20,24,33,15
2025597,1,14,23,24,26,32,12
2025598,2,7,9,14,16,27,14
2025599,3,5,9,22,29,33,12
2025600,5,8,17,26,30,31,4
2025601,2,3,6,11,19,22,7
2025602,3,9,16,18,24,29,6
2025603,2,7,8,18,27,32,5
2025604,1,9,13,20,23,24,12
2025605,1,4,9,17,22,33,1
2025606,8,9,11,20,28,30,16
2025607,13,14,16,22,29,30,7
2025608,7,12,13,18,21,29,3
2025609,5,9,10,17,28,31,3
2025610,5,6,8,19,21,31,14
2025611,2,9,14,15,24,27,14
2025612,1,3,7,13,21,25,12
2025613,8,20,26,27,28,29,5
2025614,21,25,27,28,31,33,6
2025615,3,14,16,19,25,33,1
2025616,3,5,18,23,25,27,5
2025617,3,9,13,15,24,31,11
2025618,10,16,20,21,28,30,16
2025619,3,9,11,16,23,25,16
2025620,5,9,21,22,29,31,10
2025621,11,15,29,30,31,33,8
2025622,7,10,11,13,23,27,14
2025623,14,17,18,20,22,29,7
2025624,7,9,12,19,22,30,11
2025625,4,6,14,17,19,30,10
2025626,14,16,20,21,26,27,11
2025627,8,12,13,16,32,33,9
2025628,3,5,9,20,22,30,9
2025629,1,8,13,18,25,27,3
2025630,13,15,16,17,18,30,9
2025631,2,7,9,14,27,33,16
2025632,4,7,11,13,14,31,5
2025633,2,8,12,25,26,33,2
2025634,4,5,9,18,30,32,5
2025635,2,7,22,28,29,33,2
2025636,1,8,9,11,20,24,10
2025637,8,16,20,28,29,31,9
2025638,1,5,16,18,19,23,11
2025639,7,11,13,15,26,27,1
2025640,6,9,11,19,20,24,16
2025641,7,8,14,28,31,33,8
2025642,6,8,9,11,29,30,4
2025643,1,10,14,16,19,22,13
2025644,3,4,8,14,28,29,14
2025645,5,13,24,29,32,33,13
2025646,2,7,16,18,22,29,14
2025647,1,16,17,20,21,22,13
2025648,3,5,12,14,23,29,13
2025649,7,11,12,26,31,33,13
2025650,8,10,16,18,23,29,13
2025651,2,8,19,22,30,31,3
2025652,2,12,13,19,29,33,13
2025653,2,14,15,24,31,32,3
2025654,8,9,12,17,28,31,9
2025655,6,8,11,19,28,31,7
2025656,2,3,8,12,25,32,3
2025657,2,6,11,18,20,23,9
2025658,5,6,10,15,17,30,14
2025659,6,8,10,12,14,18,3
2025660,2,6,15,19,20,21,6
2025661,6,14,19,29,31,32,8
2025662,2,3,13,20,23,29,4
2025663,4,12,15,18,25,33,12
2025664,6,8,10,12,18,30,1
2025665,9,11,17,21,25,27,1
2025666,2,4,5,6,13,33,16
2025667,8,9,10,20,27,28,12
2025668,6,8,15,18,23,30,4
2025669,2,11,16,20,21,25,3
2025670,1,9,10,15,17,25,16
2025671,15,17,21,26,29,33,12
2025672,6,14,17,26,30,32,16
2025673,3,7,9,12,20,32,10
2025674,8,10,12,13,27,31,1
2025675,1,7,21,25,31,32,14
2025676,10,19,25,26,28,29,5
2025677,1,5,8,20,26,31,15
2025678,13,15,17,23,30,32,12
2025679,2,5,8,14,30,33,5
2025680,2,7,12,15,19,31,13
2025681,5,10,12,20,27,28,16
2025682,3,7,11,12,31,33,10
2025683,1,4,5,11,24,33,9
2025684,2,4,7,17,21,31,12
2025685,2,11,13,20,26,29,15
2025686,2,10,12,21,23,26,4
2025687,2,14,17,25,29,32,3
2025688,10,11,15,22,23,25,9
2025689,3,7,10,25,30,33,13
2025690,2,8,10,18,26,30,1
2025691,7,9,13,14,19,31,5
2025692,1,3,7,17,28,30,6
2025693,3,16,17,24,26,33,8
2025694,4,11,16,22,30,33,3
2025695,12,20,22,24,28,30,16
2025696,11,17,21,22,32,33,5
2025697,1,8,14,16,18,27,16
2025698,10,16,17,18,22,31,13
2025699,4,9,20,26,28,33,5
2025700,5,8,15,29,32,33,4
2025701,13,14,24,31,32,33,11
2025702,6,8,16,20,32,33,3
2025703,4,13,14,21,27,31,5
2025704,1,4,11,12,27,31,10
2025705,13,16,19,29,32,33,7
2025706,8,10,26,28,30,32,6
2025707,11,13,19,20,22,32,3
2025708,1,3,6,7,24,26,5
2025709,3,26,28,29,31,32,5
2025710,1,2,4,5,6,16,10
2025711,2,3,19,22,23,24,6
2025712,2,3,4,19,20,22,2
2025713,1,6,13,26,29,32,16
2025714,7,10,18,19,20,27,3
2025715,3,9,15,19,20,28,9
2025716,7,8,11,16,20,23,10
2025717,3,6,11,22,26,28,16
2025718,10,17,23,29,31,33,13
2025719,10,16,22,26,27,28,11
2025720,5,14,15,16,23,30,2
2025721,4,5,6,19,29,32,4
2025722,3,5,9,10,24,29,11
2025723,14,16,21,23,29,32,4
2025724,2,14,16,20,21,29,12
2025725,2,3,7,11,12,26,2
2025726,6,15,16,17,25,27,13
2025727,5,11,21,24,27,29,14
2025728,1,6,12,21,26,28,9
2025729,5,6,11,16,27,29,2
2025730,9,16,17,20,32,33,7
2025731,1,2,12,21,25,27,12
2025732,1,4,11,16,22,24,7
2025733,10,11,14,22,28,30,9
2025734,13,14,24,25,26,33,2
2025735,2,15,18,19,25,30,10
2025736,2,14,19,21,22,26,3
2025737,15,20,27,29,30,31,8
2025738,9,10,15,21,32,33,2
2025739,1,9,13,15,17,32,8
2025740,3,8,15,27,31,32,13
2025741,1,2,3,26,28,29,9
2025742,2,17,24,26,27,28,10
2025743,4,7,18,19,22,32,10
2025744,8,13,16,18,24,30,11
2025745,1,3,12,13,14,22,11
2025746,1,4,5,16,24,31,9
2025747,6,9,11,14,19,22,14
2025748,4,10,11,12,14,25,10
2025749,4,5,28,30,32,33,1
2025750,5,16,25,26,30,31,9
2025751,4,8,11,12,15,25,15
2025752,8,9,16,20,22,33,3
2025753,6,12,13,23,26,32,7
2025754,2,17,20,26,30,31,3
2025755,5,6,11,17,32,33,7
2025756,1,11,13,23,28,31,14
2025757,6,7,20,26,31,33,16
2025758,5,15,16,22,25,27,15
2025759,2,7,12,21,25,32,2
2025760,1,12,13,19,29,31,12
2025761,1,11,22,24,27,32,15
2025762,4,6,9,17,20,27,4
2025763,9,16,18,24,30,31,11
2025764,3,8,11,21,26,27,8
2025765,2,4,10,20,28,32,2
2025766,9,13,20,23,27,32,5
2025767,3,14,17,18,22,28,12
2025768,5,10,14,24,31,32,1
2025769,2,3,6,11,19,23,5
2025770,4,7,9,24,25,31,11
2025771,6,7,8,19,21,30,3
2025772,4,9,10,15,25,27,3
2025773,4,13,20,25,29,33,2
2025774,3,9,11,20,22,27,2
2025775,1,4,5,9,19,31,16
2025776,3,12,13,18,26,31,4
2025777,11,17,18,19,26,29,8
2025778,6,19,21,22,31,33,4
2025779,2,5,7,23,24,31,6
2025780,1,14,16,17,22,33,9
2025781,2,8,13,14,18,32,7
2025782,10,12,13,17,25,27,5
2025783,9,10,19,26,27,30,8
2025784,8,9,16,20,21,27,1
2025785,7,8,9,19,24,26,5
2025786,5,8,12,22,31,32,2
2025787,2,3,15,16,24,31,13
2025788,1,4,9,14,19,33,7
2025789,1,4,7,8,11,14,15
2025790,4,10,21,24,26,33,12
2025791,13,17,21,22,27,30,9
2025792,5,7,13,21,28,29,13
2025793,13,22,23,28,30,31,8
2025794,2,9,14,31,32,33,9
2025795,1,2,6,15,26,28,2
2025796,4,7,10,14,19,30,5
2025797,1,6,14,18,19,25,16
2025798,5,8,10,12,21,30,15
2025799,9,13,16,18,27,33,6
2025800,1,5,15,29,31,32,8
2025801,8,17,18,21,25,32,5
2025802,8,9,12,17,18,24,4
2025803,1,3,13,18,20,24,4
2025804,8,9,16,19,25,26,6
2025805,1,5,11,25,32,33,14
2025806,1,4,6,7,16,22,10
2025807,9,17,19,23,26,28,7
2025808,4,13,16,20,23,26,7
2025809,2,11,12,16,21,28,16
2025810,8,14,16,18,22,33,1
2025811,5,7,8,19,29,33,14
2025812,3,14,15,18,24,32,3
2025813,5,7,8,23,24,29,7
2025814,1,2,4,9,14,24,14
2025815,8,15,18,19,21,29,7
2025816,4,6,8,20,22,30,3
2025817,2,9,16,17,23,32,6
2025818,1,7,14,26,27,32,11
2025819,6,7,8,17,19,30,9
2025820,1,12,23,25,28,30,15
2025821,2,4,11,19,21,24,1
2025822,6,8,13,18,27,31,2
2025823,5,7,12,13,27,30,10
2025824,4,8,15,20,22,30,5
2025825,3,7,8,24,30,31,12
2025826,3,5,20,23,27,28,6
2025827,1,2,6,12,25,31,6
2025828,3,6,7,25,27,32,3
2025829,4,8,10,14,23,27,6
2025830,6,15,18,22,27,29,7
2025831,6,20,26,27,28,29,15
2025832,7,9,18,20,21,24,1
2025833,10,13,18,25,26,33,15
2025834,2,5,6,8,23,26,8
2025835,8,13,19,21,30,31,5
2025836,4,8,12,18,26,29,5
2025837,4,16,17,18,20,28,3
2025838,3,6,11,16,17,18,9
2025839,5,6,17,18,22,27,2
2025840,5,7,27,28,32,33,8
2025841,3,6,10,14,15,20,3
2025842,6,9,21,22,28,30,11
2025843,1,2,3,25,30,31,1
2025844,2,6,11,24,25,32,3
2025845,4,6,13,15,16,26,12
2025846,2,4,5,11,12,24,13
2025847,6,8,9,10,19,25,3
2025848,10,16,17,25,31,33,3
2025849,10,12,17,25,27,33,2
2025850,2,14,16,17,21,25,15
2025851,1,2,3,20,22,33,9
2025852,3,11,12,16,21,25,12
2025853,4,10,13,18,19,31,8
2025854,8,9,10,17,26,27,11
2025855,4,6,10,12,24,27,13
2025856,2,3,14,16,21,33,7
2025857,16,18,20,27,28,31,15
2025858,2,20,21,23,25,31,6
2025859,2,5,9,26,31,33,4
2025860,4,17,18,26,27,32,1
2025861,6,17,21,28,31,33,16
2025862,7,13,16,17,23,32,7
2025863,5,8,9,22,26,33,3
2025864,10,20,22,24,26,33,6
2025865,1,6,8,10,20,27,14
2025866,9,17,24,28,31,32,14
2025867,3,7,9,10,14,25,15
2025868,3,6,10,13,21,25,12
2025869,2,6,19,24,28,31,13
2025870,6,11,15,18,22,24,10
2025871,2,3,13,16,22,33,10
2025872,10,17,18,19,27,28,1
2025873,7,8,12,15,18,23,6
2025874,5,15,18,20,22,24,2
2025875,2,3,10,21,22,33,10
2025876,7,14,16,25,30,31,12
2025877,11,13,17,19,23,29,4
2025878,4,5,15,26,31,33,3
2025879,7,15,17,24,26,30,4
2025880,3,4,8,13,19,21,7
2025881,5,11,13,14,21,32,8
2025882,2,3,24,27,28,33,3
2025883,4,11,13,25,32,33,15
2025884,18,24,25,27,28,33,1
2025885,1,7,12,26,27,33,1
2025886,4,7,14,18,22,25,5
2025887,1,11,13,16,23,32,16
2025888,4,17,19,20,24,27,14
2025889,1,12,13,14,20,26,12
2025890,3,4,9,10,20,31,4
2025891,7,8,10,18,19,29,13
2025892,1,5,19,22,27,31,14
2025893,6,7,11,13,24,27,5
2025894,5,9,11,15,16,29,14
2025895,2,5,6,9,23,30,10
2025896,2,9,24,27,31,32,12
2025897,2,8,13,14,16,22,14
2025898,3,4,5,7,14,24,1
2025899,2,3,7,13,17,28,12
2025900,3,20,25,26,27,29,1
2025901,3,10,11,15,22,25,7
2025902,7,9,11,12,25,33,12
2025903,4,6,14,17,18,28,4
2025904,14,18,21,25,32,33,5
2025905,2,4,10,14,17,24,8
2025906,1,15,17,20,25,26,7
2025907,8,16,20,22,28,33,5
2025908,3,7,8,12,21,27,4
2025909,4,7,12,15,22,23,1
2025910,3,4,19,23,24,31,10
2025911,1,12,15,19,23,30,9
2025912,11,19,20,23,25,26,14
2025913,18,19,20,21,25,27,15
2025914,5,6,12,18,19,26,13
2025915,4,10,11,16,19,32,1
2025916,19,20,26,28,32,33,7
2025917,4,6,12,13,25,27,8
2025918,10,13,14,19,25,33,2
2025919,2,5,13,16,18,27,4
2025920,1,15,21,27,29,30,6
2025921,8,14,17,18,20,24,8
2025922,8,17,21,24,29,33,5
2025923,1,2,12,19,27,29,14
2025924,8,10,19,20,23,29,14
2025925,2,18,22,26,28,30,5
2025926,5,14,18,22,23,26,9
2025927,6,12,13,14,19,25,3
2025928,1,14,16,18,26,33,4
2025929,10,11,13,17,19,26,11
2025930,7,8,9,17,25,27,13
2025931,10,16,19,25,26,33,9
2025932,2,3,6,16,25,27,8
2025933,1,14,17,22,28,33,13
2025934,2,4,5,25,27,33,13
2025935,3,7,13,22,31,33,11
2025936,2,3,4,13,17,31,2
2025937,3,6,10,18,20,21,11
2025938,4,6,14,25,28,30,7
2025939,2,5,21,24,27,29,12
2025940,1,9,15,16,18,29,15
2025941,2,6,13,19,23,29,15
2025942,9,14,22,25,26,28,5
2025943,1,3,9,18,23,26,16
2025944,2,6,19,25,30,31,3
2025945,2,13,17,22,30,33,9
2025946,5,7,8,13,15,31,3
2025947,6,7,9,12,21,23,12
2025948,3,7,15,18,26,31,1
2025949,3,4,11,14,20,22,6
2025950,1,4,8,14,25,32,8
2025951,5,15,16,18,21,33,12
2025952,3,7,8,15,25,31,10
2025953,2,6,17,19,20,24,11
2025954,4,10,13,17,28,32,2
2025955,2,7,8,9,10,28,15
2025956,4,13,14,16,17,27,4
2025957,10,16,22,24,26,30,6
2025958,1,5,6,12,21,27,3
2025959,4,7,9,12,21,32,14
2025960,11,16,22,24,26,27,15
2025961,8,15,27,28,31,32,8
2025962,8,11,12,14,18,22,1
2025963,15,19,22,24,25,32,1
2025964,4,13,15,22,28,32,16
2025965,4,8,13,16,26,28,5
2025966,1,13,18,24,25,33,5
2025967,6,8,11,12,21,33,11
2025968,6,11,13,22,28,30,12
2025969,1,4,15,18,22,32,9
2025970,3,10,17,21,24,26,6
2025971,5,9,11,13,15,19,2
2025972,14,16,18,20,30,33,10
2025973,2,5,11,28,29,33,11
2025974,3,14,15,18,22,27,9
2025975,5,10,19,20,21,33,11
2025976,3,5,10,12,21,33,15
2025977,2,25,26,30,31,33,15
2025978,6,8,18,23,30,33,13
2025979,7,16,18,25,29,32,6
2025980,2,3,9,13,25,29,3
2025981,13,16,18,20,30,32,5
2025982,5,23,27,28,32,33,5
2025983,2,13,16,21,24,26,11
2025984,1,6,21,22,26,31,8
2025985,1,4,9,23,24,29,12
2025986,11,20,22,24,25,33,15
2025987,2,3,4,6,9,22,6
2025988,6,9,17,22,24,31,13
2025989,5,7,12,26,27,30,10
2025990,5,12,16,18,21,22,9
2025991,7,15,18,19,26,28,4
2025992,3,6,9,22,26,33,11
2025993,6,12,16,22,24,30,11
2025994,6,11,13,19,25,31,8
2025995,15,17,20,22,26,32,12
2025996,4,7,15,17,18,28,13
2025997,1,16,17,21,24,33,9
2025998,1,11,20,21,25,33,16
2025999,1,7,8,10,17,19,4
2026000,4,5,16,27,30,33,16
2026001,4,7,11,17,23,27,11
2026002,2,3,16,18,26,27,12
2026003,3,10,11,14,26,31,15
2026004,4,7,11,21,27,33,7
2026005,7,12,20,24,27,29,14
2026006,7,8,14,15,26,31,11
2026007,2,3,9,20,28,31,5
2026008,3,7,19,25,26,31,2
2026009,12,13,15,17,20,23,4
2026010,4,5,20,24,27,31,16
2026011,1,5,8,12,18,28,12
2026012,5,11,18,26,29,32,14
2026013,4,11,25,27,28,31,14
2026014,6,9,10,28,29,33,5
2026015,11,17,22,24,32,33,9
2026016,12,22,26,28,31,32,11
2026017,5,10,12,17,19,20,4
2026018,1,5,6,11,28,32,1
2026019,3,5,10,12,26,33,8
2026020,5,8,15,21,31,32,4
2026021,1,3,7,11,21,33,11
2026022,3,7,17,21,29,31,14
2026023,7,10,12,28,30,31,13
2026024,5,16,23,25,28,32,8
2026025,15,21,26,28,29,32,10
2026026,1,5,10,12,24,27,6
2026027,3,7,17,19,24,31,6
2026028,3,5,7,9,27,33,7
2026029,1,3,10,20,21,33,2
2026030,1,3,8,17,25,29,14
2026031,6,7,17,18,23,32,15
2026032,2,6,16,18,23,25,13
2026033,6,12,26,30,31,33,16
2026034,9,12,18,21,24,30,9
2026035,5,9,13,19,28,31,2
2026036,3,10,17,20,21,27,15
2026037,2,4,13,16,24,25,6
2026038,3,6,8,16,21,29,15
2026039,13,14,15,23,24,26,7
2026040,2,5,6,11,12,30,7
2026041,4,11,14,24,27,31,11
2026042,5,8,18,20,30,33,8
2026043,8,11,12,21,23,32,7
2026044,4,9,14,16,20,21,15
2026045,6,10,13,15,26,32,8
2026046,2,9,19,22,28,31,16
2026047,8,12,15,20,27,29,15
2026048,1,3,6,12,15,19,6
2026049,4,8,20,22,29,32,15
2026050,7,8,16,23,27,32,11
2026051,1,5,9,16,26,31,4
2026052,9,13,24,26,30,32,2
2026053,2,9,12,13,29,31,16
2026054,7,12,22,23,29,30,12
2026055,6,8,18,21,23,33,13
2026056,1,3,4,7,9,10,8
2026057,6,19,25,26,27,28,11
2026058,3,8,12,27,28,30,6
2026059,1,5,6,14,21,25,6
2026060,2,3,7,10,16,23,9
2026061,2,7,13,20,27,33,1
2026062,3,7,19,22,27,31,16
2026063,2,5,6,8,13,21,5
2026064,4,6,7,8,10,28,15
2026065,2,5,22,25,27,30,4
2026066,4,6,8,13,30,31,5
2026067,2,3,4,12,20,24,15
2026068,9,17,22,24,25,32,15
2026069,13,16,20,24,29,30,7
2026070,3,7,13,14,19,32,11
2026071,1,6,14,15,21,22,10
2026072,6,7,10,25,26,32,4
2026073,1,6,18,19,22,26,13
2026074,1,9,19,22,28,32,11
2026075,5,9,10,13,20,32,1
2026076,12,13,24,31,32,33,3
2026077,1,14,19,20,22,23,12
2026078,1,4,9,25,27,32,8
2026079,5,7,8,9,14,30,12
2026080,5,10,13,21,24,25,7
2026081,2,3,17,24,29,31,5
2026082,2,10,14,16,30,33,4
2026083,8,11,16,18,24,31,9
2026084,2,4,11,15,20,31,3
2026085,1,14,19,28,32,33,8
2026086,9,10,17,21,28,33,4
2026087,6,9,21,22,27,28,1
2026088,2,4,8,15,19,31,1
2026089,16,19,24,25,26,31,15
2026090,10,20,24,26,28,29,3
2026091,12,19,22,24,25,29,12
2026092,6,8,9,19,27,28,16
2026093,7,9,15,26,27,32,14
2026094,1,2,8,18,25,31,4
2026095,1,2,7,8,26,33,14
2026096,7,9,13,15,25,33,3
2026097,2,11,14,17,18,32,1
2026098,4,5,7,15,19,24,1
2026099,2,3,7,15,22,23,7
2026100,3,4,8,14,15,33,2
2026101,2,3,11,15,27,30,10
2026102,7,10,16,18,24,26,13
2026103,1,7,8,12,23,29,14
2026104,12,17,18,22,23,28,12
2026105,9,14,20,23,28,29,16
2026106,1,2,4,11,14,18,7
2026107,6,13,15,26,27,32,9
2026108,3,5,14,26,27,28,12
2026109,5,16,23,27,28,33,16
2026110,2,3,9,13,14,33,14
2026111,7,11,19,20,21,31,1
2026112,2,5,8,15,16,19,15
2026113,1,2,8,17,21,24,9
2026114,5,16,19,23,25,27,9
2026115,1,3,8,21,22,23,11
2026116,3,9,12,17,20,30,2
2026117,13,20,26,30,31,32,16
2026118,5,7,15,19,30,33,4
2026119,10,18,20,24,25,27,4
2026120,4,5,7,25,27,31,16
2026121,4,9,16,19,31,33,8
2026122,6,11,12,14,15,25,7
2026123,4,19,20,31,32,33,15
2026124,1,5,6,9,23,27,14
2026125,2,7,9,15,17,32,15
2026126,2,3,7,11,14,27,6
2026127,2,4,17,18,28,29,3
2026128,16,20,22,23,24,25,15
2026129,1,3,8,10,15,24,10
2026130,2,3,27,28,31,33,13
2026131,5,6,17,18,20,25,4
2026132,8,17,23,24,29,31,15
2026133,1,15,18,24,30,33,6
2026134,2,4,9,14,18,32,16
2026135,3,21,22,27,29,31,6
2026136,3,10,13,19,20,25,13
2026137,6,16,17,30,32,33,9
2026138,5,11,17,18,28,29,15
2026139,2,9,21,22,26,31,2
2026140,4,9,15,23,26,33,3
2026141,2,8,12,14,16,28,8
2026142,10,12,22,26,29,32,8
2026143,4,12,15,22,25,32,13
2026144,2,12,19,20,21,29,14
2026145,8,13,18,19,24,25,9
2026146,2,9,10,15,17,28,5
2026147,1,5,11,18,29,33,4
2026148,6,10,12,19,25,30,8
2026149,1,5,18,27,31,32,8
2026150,8,17,18,23,26,33,2
2026151,5,9,13,16,28,32,15
2026152,1,3,5,20,27,28,3
2026153,4,5,7,19,20,27,8
2026154,7,11,23,27,28,33,14
2026155,7,14,15,16,24,33,1
2026156,2,8,9,11,12,22,4
2026157,1,22,23,25,26,27,6
2026158,5,10,16,18,24,25,9
2026159,2,7,8,11,14,21,7
2026160,1,14,18,19,26,33,13
2026161,5,16,24,25,30,31,3
2026162,9,17,18,19,20,25,2
2026163,1,5,15,18,26,27,4
2026164,6,9,14,15,17,18,4
2026165,6,13,15,20,21,32,13
2026166,17,18,20,22,28,31,8
2026167,10,13,17,26,29,30,10
2026168,6,9,11,19,21,31,2
2026169,5,8,20,24,31,33,6
2026170,4,8,12,13,23,31,2
2026171,3,8,14,16,23,31,2
2026172,7,8,11,14,15,26,14
2026173,7,9,11,17,19,33,12
2026174,1,2,4,16,25,30,10
2026175,6,9,17,19,20,33,2
2026176,9,13,19,22,25,28,14
2026177,2,11,14,26,28,32,14
2026178,1,10,11,17,26,27,11
2026179,11,15,16,24,25,28,1
2026180,7,8,11,20,25,29,1
2026181,8,9,12,26,28,33,9
2026182,5,21,25,26,28,33,6
2026183,2,4,10,22,23,27,13
2026184,1,2,8,22,23,30,14
2026185,4,5,6,10,11,12,6
2026186,16,23,28,29,31,33,16
2026187,5,11,20,25,26,33,3
2026188,2,3,4,6,9,25,4
2026189,6,17,24,27,28,30,9
2026190,1,4,18,25,29,33,1
2026191,7,13,16,17,19,31,16
2026192,3,6,9,13,19,28,12
2026193,1,9,15,26,29,30,5
2026194,6,17,21,26,27,28,14
2026195,2,4,5,6,10,24,7
2026196,15,16,17,24,25,29,11
2026197,12,15,19,23,24,28,13
2026198,4,12,18,21,27,30,6
2026199,6,10,17,24,31,32,5
2026200,8,9,11,15,17,29,12
2026201,2,4,9,14,18,22,10
2026202,11,15,19,21,24,33,5
2026203,4,5,7,13,30,32,15
2026204,19,20,22,24,27,32,3
2026205,13,25,29,30,32,33,7
2026206,16,19,21,22,24,31,6
2026207,1,7,11,27,28,32,13
2026208,5,11,12,16,23,29,1
2026209,4,5,8,13,20,26,2
2026210,2,7,17,21,22,23,13
2026211,15,17,18,21,24,27,5
2026212,8,10,11,15,18,28,1
2026213,3,7,17,23,28,33,13
2026214,3,10,17,29,31,32,14
2026215,9,12,22,23,30,31,12
2026216,2,14,17,18,27,33,7
2026217,5,7,16,20,24,30,15
2026218,1,7,21,22,25,31,11
2026219,5,8,15,16,17,18,9
2026220,17,19,25,28,30,33,5
2026221,4,11,16,19,20,23,5
2026222,7,9,15,22,27,31,5
2026223,2,3,8,17,25,26,13
2026224,5,7,9,12,17,29,8
2026225,8,11,17,19,29,30,4
2026226,8,10,16,18,21,22,1
2026227,7,11,19,26,29,31,6
2026228,4,7,18,19,23,33,6
2026229,1,2,4,8,10,27,6
2026230,1,3,12,15,29,30,13
2026231,1,2,4,13,28,30,16
2026232,1,3,8,18,25,27,10
2026233,3,10,13,24,26,33,2
2026234,8,11,16,19,21,30,3
2026235,4,9,14,16,26,33,5
2026236,10,13,14,19,21,28,11
2026237,1,3,7,24,25,33,1
2026238,1,6,12,26,30,33,9
2026239,3,11,15,22,25,27,1
2026240,3,13,14,22,28,29,14
2026241,1,3,6,18,21,29,13
2026242,3,20,23,24,28,30,8
2026243,1,11,15,18,19,26,4
2026244,2,16,18,20,25,26,1
2026245,7,13,14,18,24,31,10
2026246,10,18,19,24,25,29,13
2026247,1,11,15,20,25,26,8
2026248,8,16,17,22,28,29,16
2026249,1,5,12,19,24,26,14
2026250,3,12,15,19,24,28,15
2026251,2,5,8,20,23,25,1
2026252,6,9,14,23,25,29,12
2026253,1,3,10,12,13,30,1
2026254,3,9,15,24,26,31,12
2026255,4,15,16,21,22,31,15
2026256,5,6,16,19,22,24,10
