期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
2024872,8,17,18,21,22,24,1,0,1,0,0,1,0
2024873,5,8,10,22,27,28,12,1,0,0,1,1,0
2024874,2,8,19,23,24,32,14,0,0,0,0,0,1
2024875,3,7,13,14,24,33,4,1,1,1,0,0,1
2024876,6,17,18,29,31,32,9,0,1,1,1,0,1
2024877,9,13,14,19,22,23,10,1,0,1,0,1,1
2024878,3,11,13,17,19,23,4,0,0,1,1,1,1
2024879,12,19,26,28,30,32,10,1,1,0,0,0,0
2024880,1,5,8,16,22,30,15,0,1,0,1,0,0
2024881,6,10,18,19,20,22,10,1,0,0,0,1,0
2024882,1,3,10,19,26,32,15,0,0,0,1,1,0
2024883,3,4,10,14,19,27,2,1,1,1,1,1,0
2024884,1,12,14,20,22,32,1,0,1,1,0,0,1
2024885,4,5,10,12,17,29,5,1,0,1,1,0,1
2024886,5,6,7,14,18,24,3,0,0,1,0,1,1
2024887,2,8,12,15,16,19,13,1,1,0,1,1,1
2024888,4,9,26,28,29,31,10,0,1,0,0,0,0
2024889,11,12,14,19,20,22,5,1,0,0,1,0,0
2024890,5,7,13,14,17,18,10,0,0,0,0,1,0
2024891,6,10,15,19,20,21,6,1,1,1,0,1,0
2024892,4,5,15,17,25,28,11,0,1,1,1,1,0
2024893,12,14,15,23,31,33,14,1,0,1,0,0,1
2024894,1,18,27,30,31,32,14,0,0,1,1,0,1
2024895,6,9,10,20,26,30,8,1,1,0,0,1,1
2024896,5,18,19,20,24,33,10,0,1,0,1,1,1
2024897,1,4,5,13,22,26,15,1,0,0,0,0,0
2024898,2,3,4,9,27,30,4,0,0,0,1,0,0
2024899,7,10,16,19,22,27,11,1,1,1,1,0,0
2024900,4,8,17,19,22,24,2,0,1,1,0,1,0
2024901,5,10,14,16,18,24,8,1,0,1,1,1,0
2024902,1,10,20,21,24,33,16,0,0,1,0,0,1
2024903,1,3,5,8,13,20,4,1,1,0,1,0,1
2024904,1,4,7,16,32,33,15,0,1,0,0,1,1
2024905,4,10,13,26,30,32,16,1,0,0,1,1,1
2024906,9,12,16,18,27,28,15,0,0,0,0,0,0
2024907,1,5,6,8,21,28,5,1,1,1,0,0,0
2024908,11,16,17,18,23,24,7,0,1,1,1,0,0
2024909,4,10,22,31,32,33,16,1,0,1,0,1,0
2024910,13,18,23,24,26,31,4,0,0,1,1,1,0
2024911,1,5,14,27,30,32,10,1,1,0,0,0,1
2024912,1,8,13,19,30,31,10,0,1,0,1,0,1
2024913,2,3,5,12,29,30,15,1,0,0,0,1,1
2024914,1,6,12,17,18,30,7,0,0,0,1,1,1
2024915,3,6,17,21,23,25,5,1,1,1,1,1,1
2024916,15,22,23,26,28,33,5,0,1,1,0,0,0
2024917,3,13,18,20,27,30,16,1,0,1,1,0,0
2024918,6,19,20,22,25,31,9,0,0,1,0,1,0
2024919,9,12,19,21,30,31,13,1,1,0,1,1,0
2024920,1,3,5,6,24,28,8,0,1,0,0,0,1
2024921,7,16,22,30,31,33,11,1,0,0,1,0,1
2024922,4,6,15,16,29,30,13,0,0,0,0,1,1
2024923,2,4,5,9,20,27,2,1,1,1,0,1,1
2024924,5,12,20,21,25,29,1,0,1,1,1,1,1
2024925,4,12,13,15,21,23,5,1,0,1,0,0,0
2024926,9,13,15,16,22,33,10,0,0,1,1,0,0
2024927,6,13,14,15,24,27,7,1,1,0,0,1,0
2024928,2,4,6,7,21,22,2,0,1,0,1,1,0
2024929,1,9,12,14,19,25,3,1,0,0,0,0,1
2024930,12,21,22,24,30,33,16,0,0,0,1,0,1
2024931,13,14,16,17,19,27,12,1,1,1,1,0,1
2024932,3,9,14,15,23,26,13,0,1,1,0,1,1
2024933,5,6,10,17,26,33,4,1,0,1,1,1,1
2024934,2,8,18,20,32,33,11,0,0,1,0,0,0
2024935,2,9,10,15,27,31,13,1,1,0,1,0,0
2024936,5,6,10,23,28,31,3,0,1,0,0,1,0
2024937,2,13,16,18,20,32,4,1,0,0,1,1,0
2024938,1,2,11,17,21,31,14,0,0,0,0,0,1
2024939,2,11,13,17,25,29,5,1,1,1,0,0,1
2024940,2,14,22,25,30,32,8,0,1,1,1,0,1
2024941,5,19,20,26,29,32,2,1,0,1,0,1,1
2024942,5,14,20,23,24,31,3,0,0,1,1,1,1
2024943,2,4,9,24,31,32,2,1,1,0,0,0,0
2024944,12,14,15,16,21,32,10,0,1,0,1,0,0
2024945,1,2,15,25,30,32,7,1,0,0,0,1,0
2024946,2,13,16,18,25,32,13,0,0,0,1,1,0
2024947,5,9,14,18,23,28,4,1,1,1,1,1,0
2024948,8,12,20,29,31,33,12,0,1,1,0,0,1
2024949,2,8,13,14,22,30,8,1,0,1,1,0,1
2024950,1,6,8,14,24,25,2,0,0,1,0,1,1
2024951,1,2,3,16,27,30,5,1,1,0,1,1,1
2024952,2,10,11,12,29,32,8,0,1,0,0,0,0
2024953,9,13,16,19,20,22,4,1,0,0,1,0,0
2024954,5,7,9,16,18,33,12,0,0,0,0,1,0
2024955,10,12,15,23,25,29,10,1,1,1,0,1,0
2024956,11,16,17,18,23,32,4,0,1,1,1,1,0
2024957,4,14,20,23,29,32,16,1,0,1,0,0,1
2024958,5,6,7,18,27,30,8,0,0,1,1,0,1
2024959,4,12,14,20,24,27,5,1,1,0,0,1,1
2024960,3,15,16,21,23,25,15,0,1,0,1,1,1
2024961,2,8,9,16,27,32,9,1,0,0,0,0,0
2024962,2,3,9,20,25,27,13,0,0,0,1,0,0
2024963,2,13,15,28,30,32,2,1,1,1,1,0,0
2024964,6,13,14,15,22,32,2,0,1,1,0,1,0
2024965,1,3,12,18,20,25,11,1,0,1,1,1,0
2024966,1,11,14,17,24,25,14,0,0,1,0,0,1
2024967,4,13,18,26,28,32,10,1,1,0,1,0,1
2024968,19,24,25,28,30,31,9,0,1,0,0,1,1
2024969,5,8,11,15,24,25,1,1,0,0,1,1,1
2024970,3,8,18,25,32,33,10,0,0,0,0,0,0
2024971,2,9,12,20,22,26,9,1,1,1,0,0,0
2024972,1,4,10,17,19,22,11,0,1,1,1,0,0
2024973,1,12,15,17,30,31,1,1,0,1,0,1,0
2024974,3,12,16,21,30,31,7,0,0,1,1,1,0
2024975,3,4,9,19,20,27,11,1,1,0,0,0,1
2024976,5,6,9,25,26,29,9,0,1,0,1,0,1
2024977,5,6,8,17,21,32,5,1,0,0,0,1,1
2024978,2,4,6,15,21,33,15,0,0,0,1,1,1
2024979,2,3,8,18,21,23,9,1,1,1,1,1,1
2024980,2,17,22,28,29,30,12,0,1,1,0,0,0
2024981,3,4,12,16,17,33,15,1,0,1,1,0,0
2024982,5,7,8,11,19,33,12,0,0,1,0,1,0
2024983,5,10,14,21,27,29,5,1,1,0,1,1,0
2024984,2,11,12,20,21,26,14,0,1,0,0,0,1
2024985,1,10,20,24,31,32,6,1,0,0,1,0,1
2024986,3,5,10,19,24,30,1,0,0,0,0,1,1
2024987,7,11,14,17,23,26,12,1,1,1,0,1,1
2024988,2,14,19,22,25,27,5,0,1,1,1,1,1
2024989,3,6,8,19,25,31,14,1,0,1,0,0,0
2024990,4,8,16,17,20,22,15,0,0,1,1,0,0
2024991,7,10,18,19,21,27,8,1,1,0,0,1,0
2024992,8,12,16,22,25,26,15,0,1,0,1,1,0
2024993,8,15,21,23,24,32,14,1,0,0,0,0,1
2024994,3,6,12,17,18,24,12,0,0,0,1,0,1
2024995,8,14,15,26,31,32,5,1,1,1,1,0,1
2024996,5,16,19,22,27,31,9,0,1,1,0,1,1
2024997,3,4,11,14,19,22,14,1,0,1,1,1,1
2024998,10,16,19,21,25,33,7,0,0,1,0,0,0
2024999,1,4,6,12,14,30,9,1,1,0,1,0,0
2025000,2,5,7,27,28,31,14,0,1,0,0,1,0
2025001,2,3,5,11,17,28,13,1,0,0,1,1,0
2025002,5,13,18,23,28,32,8,0,0,0,0,0,1
2025003,8,11,19,27,29,31,4,1,1,1,0,0,1
2025004,3,5,12,15,24,30,14,0,1,1,1,0,1
2025005,10,16,23,25,28,29,5,1,0,1,0,1,1
2025006,1,5,6,12,19,29,12,0,0,1,1,1,1
2025007,6,11,15,17,25,30,9,1,1,0,0,0,0
2025008,2,7,10,11,15,16,14,0,1,0,1,0,0
2025009,6,11,13,19,21,25,5,1,0,0,0,1,0
2025010,3,9,14,17,19,32,11,0,0,0,1,1,0
2025011,4,6,7,10,23,31,9,1,1,1,1,1,0
2025012,6,8,10,29,32,33,9,0,1,1,0,0,1
2025013,4,5,7,9,15,22,7,1,0,1,1,0,1
2025014,1,2,11,20,29,33,7,0,0,1,0,1,1
2025015,1,12,27,31,32,33,7,1,1,0,1,1,1
2025016,5,15,17,19,24,28,15,0,1,0,0,0,0
2025017,4,8,19,23,28,31,15,1,0,0,1,0,0
2025018,3,5,9,28,32,33,9,0,0,0,0,1,0
2025019,3,8,23,24,26,31,8,1,1,1,0,1,0
2025020,5,6,9,11,17,21,15,0,1,1,1,1,0
2025021,2,5,11,23,31,33,14,1,0,1,0,0,1
2025022,7,18,21,22,27,33,2,0,0,1,1,0,1
2025023,1,5,13,16,19,28,8,1,1,0,0,1,1
2025024,5,13,16,17,27,31,6,0,1,0,1,1,1
2025025,3,5,7,19,21,32,7,1,0,0,0,0,0
2025026,1,3,16,18,20,28,7,0,0,0,1,0,0
2025027,3,9,12,14,20,23,13,1,1,1,1,0,0
2025028,6,16,17,22,23,33,10,0,1,1,0,1,0
2025029,15,16,19,22,26,30,13,1,0,1,1,1,0
2025030,4,8,10,23,30,31,10,0,0,1,0,0,1
2025031,8,11,14,22,27,29,4,1,1,0,1,0,1
2025032,4,11,12,22,30,31,12,0,1,0,0,1,1
2025033,9,16,25,26,27,29,16,1,0,0,1,1,1
2025034,1,9,10,16,17,27,7,0,0,0,0,0,0
2025035,4,9,11,18,25,27,11,1,1,1,0,0,0
2025036,13,14,15,26,27,32,9,0,1,1,1,0,0
2025037,4,8,11,16,18,24,2,1,0,1,0,1,0
2025038,6,8,14,19,20,29,7,0,0,1,1,1,0
2025039,1,5,8,18,20,22,1,1,1,0,0,0,1
2025040,6,11,12,23,25,33,3,0,1,0,1,0,1
2025041,4,6,7,12,14,18,13,1,0,0,0,1,1
2025042,6,11,12,15,19,26,14,0,0,0,1,1,1
2025043,1,2,14,16,28,31,1,1,1,1,1,1,1
2025044,2,6,7,16,26,32,10,0,1,1,0,0,0
2025045,2,8,20,21,23,25,8,1,0,1,1,0,0
2025046,3,4,18,24,26,27,13,0,0,1,0,1,0
2025047,9,24,26,27,29,32,3,1,1,0,1,1,0
2025048,5,17,23,24,25,33,14,0,1,0,0,0,1
2025049,1,2,18,20,24,27,5,1,0,0,1,0,1
2025050,7,20,26,27,28,33,10,0,0,0,0,1,1
2025051,1,10,17,21,24,28,9,1,1,1,0,1,1
2025052,4,9,13,19,21,30,16,0,1,1,1,1,1
2025053,3,8,14,19,25,31,9,1,0,1,0,0,0
2025054,17,18,19,23,30,31,8,0,0,1,1,0,0
2025055,2,12,13,16,24,25,4,1,1,0,0,1,0
2025056,1,13,15,19,25,29,8,0,1,0,1,1,0
2025057,4,16,19,21,24,29,10,1,0,0,0,0,1
2025058,3,4,10,21,22,26,6,0,0,0,1,0,1
2025059,3,5,8,14,19,32,13,1,1,1,1,0,1
2025060,2,9,15,16,25,31,14,0,1,1,0,1,1
2025061,2,5,11,20,22,27,14,1,0,1,1,1,1
2025062,1,7,18,23,25,32,16,0,0,1,0,0,0
2025063,8,11,21,31,32,33,15,1,1,0,1,0,0
2025064,4,6,14,23,30,31,3,0,1,0,0,1,0
2025065,1,6,9,17,25,33,4,1,0,0,1,1,0
2025066,2,4,11,13,15,28,14,0,0,0,0,0,1
2025067,11,16,17,21,26,32,5,1,1,1,0,0,1
2025068,1,4,10,14,26,27,10,0,1,1,1,0,1
2025069,12,18,19,20,21,29,6,1,0,1,0,1,1
2025070,7,10,17,19,22,26,12,0,0,1,1,1,1
2025071,7,11,15,17,24,31,5,1,1,0,0,0,0
2025072,1,6,11,14,31,33,5,0,1,0,1,0,0
2025073,1,5,7,10,23,31,7,1,0,0,0,1,0
2025074,2,4,7,11,20,30,15,0,0,0,1,1,0
2025075,5,8,11,12,18,21,12,1,1,1,1,1,0
2025076,1,9,10,13,27,28,14,0,1,1,0,0,1
2025077,9,13,20,24,25,33,7,1,0,1,1,0,1
2025078,4,5,7,9,10,24,6,0,0,1,0,1,1
2025079,5,7,17,19,26,33,13,1,1,0,1,1,1
2025080,18,22,24,26,28,31,16,0,1,0,0,0,0
2025081,1,7,8,11,14,26,3,1,0,0,1,0,0
2025082,1,6,10,16,28,33,11,0,0,0,0,1,0
2025083,4,5,15,17,26,33,14,1,1,1,0,1,0
2025084,4,10,17,21,25,31,8,0,1,1,1,1,0
2025085,13,16,23,25,26,32,12,1,0,1,0,0,1
2025086,3,17,20,21,29,33,7,0,0,1,1,0,1
2025087,5,11,14,18,23,27,15,1,1,0,0,1,1
2025088,4,14,17,18,22,32,12,0,1,0,1,1,1
2025089,2,12,15,28,31,33,12,1,0,0,0,0,0
2025090,7,14,18,20,28,29,13,0,0,0,1,0,0
2025091,1,7,12,24,30,33,15,1,1,1,1,0,0
2025092,1,10,11,13,19,24,4,0,1,1,0,1,0
2025093,1,17,20,24,30,32,9,1,0,1,1,1,0
2025094,2,3,13,16,18,21,9,0,0,1,0,0,1
2025095,1,4,18,19,27,28,16,1,1,0,1,0,1
2025096,6,16,24,28,30,32,4,0,1,0,0,1,1
2025097,1,3,20,23,24,29,5,1,0,0,1,1,1
2025098,3,9,12,14,27,28,4,0,0,0,0,0,0
2025099,2,4,11,21,23,29,4,1,1,1,0,0,0
2025100,1,13,18,20,21,24,11,0,1,1,1,0,0
2025101,11,12,19,21,24,29,1,1,0,1,0,1,0
2025102,2,22,26,27,30,32,3,0,0,1,1,1,0
2025103,3,6,9,10,13,24,15,1,1,0,0,0,1
2025104,3,7,17,18,20,23,14,0,1,0,1,0,1
2025105,1,9,10,12,18,33,4,1,0,0,0,1,1
2025106,3,19,22,23,27,30,15,0,0,0,1,1,1
2025107,3,6,8,24,30,33,3,1,1,1,1,1,1
2025108,1,12,19,21,25,32,6,0,1,1,0,0,0
2025109,1,3,12,14,15,21,8,1,0,1,1,0,0
2025110,5,13,20,24,25,31,10,0,0,1,0,1,0
2025111,4,6,9,10,23,25,5,1,1,0,1,1,0
2025112,7,8,9,21,27,32,7,0,1,0,0,0,1
2025113,9,12,15,19,23,31,3,1,0,0,1,0,1
2025114,12,19,23,25,30,32,15,0,0,0,0,1,1
2025115,3,11,13,19,27,31,5,1,1,1,0,1,1
2025116,12,14,21,22,26,28,10,0,1,1,1,1,1
2025117,14,17,18,22,23,27,9,1,0,1,0,0,0
2025118,6,7,9,14,15,31,2,0,0,1,1,0,0
2025119,5,8,12,15,16,19,11,1,1,0,0,1,0
2025120,2,19,22,24,25,29,11,0,1,0,1,1,0
2025121,1,6,7,23,28,29,14,1,0,0,0,0,1
2025122,4,11,21,22,29,31,6,0,0,0,1,0,1
2025123,6,15,18,20,23,31,1,1,1,1,1,0,1
2025124,14,19,23,29,30,31,13,0,1,1,0,1,1
2025125,9,12,16,20,24,31,11,1,0,1,1,1,1
2025126,2,8,10,26,29,31,4,0,0,1,0,0,0
2025127,9,13,19,25,27,28,1,1,1,0,1,0,0
2025128,10,11,20,29,30,33,7,0,1,0,0,1,0
2025129,2,9,11,22,26,33,3,1,0,0,1,1,0
2025130,10,12,13,15,20,26,6,0,0,0,0,0,1
2025131,1,5,6,7,22,30,10,1,1,1,0,0,1
2025132,6,7,8,20,28,32,14,0,1,1,1,0,1
2025133,5,6,16,18,22,28,12,1,0,1,0,1,1
2025134,1,4,6,12,16,31,13,0,0,1,1,1,1
2025135,13,14,15,22,27,31,8,1,1,0,0,0,0
2025136,5,7,11,25,31,32,13,0,1,0,1,0,0
2025137,19,21,22,24,27,28,14,1,0,0,0,1,0
2025138,5,12,16,22,24,26,1,0,0,0,1,1,0
2025139,8,12,15,25,29,32,11,1,1,1,1,1,0
2025140,1,13,20,25,31,33,3,0,1,1,0,0,1
2025141,2,7,9,15,16,30,10,1,0,1,1,0,1
2025142,6,11,13,21,28,32,14,0,0,1,0,1,1
2025143,10,13,19,22,27,33,16,1,1,0,1,1,1
2025144,3,6,14,17,29,31,13,0,1,0,0,0,0
2025145,3,7,12,22,26,30,4,1,0,0,1,0,0
2025146,1,5,6,11,19,26,13,0,0,0,0,1,0
2025147,1,13,16,21,22,30,14,1,1,1,0,1,0
2025148,4,9,14,20,21,24,4,0,1,1,1,1,0
2025149,11,16,23,24,25,29,12,1,0,1,0,0,1
2025150,8,12,13,14,18,25,3,0,0,1,1,0,1
2025151,1,10,11,19,23,30,9,1,1,0,0,1,1
2025152,2,10,13,14,15,30,2,0,1,0,1,1,1
2025153,2,8,12,15,20,32,12,1,0,0,0,0,0
2025154,10,11,17,22,25,28,1,0,0,0,1,0,0
2025155,1,10,12,14,18,32,15,1,1,1,1,0,0
2025156,2,4,20,21,32,33,12,0,1,1,0,1,0
2025157,3,6,8,18,26,33,4,1,0,1,1,1,0
2025158,9,10,14,16,21,33,12,0,0,1,0,0,1
2025159,16,27,29,30,31,33,15,1,1,0,1,0,1
2025160,2,3,5,11,12,32,4,0,1,0,0,1,1
2025161,6,11,21,24,25,30,10,1,0,0,1,1,1
2025162,1,6,9,24,26,28,3,0,0,0,0,0,0
2025163,7,8,9,19,26,28,10,1,1,1,0,0,0
2025164,2,12,16,23,26,33,16,0,1,1,1,0,0
2025165,9,14,23,24,25,28,6,1,0,1,0,1,0
2025166,3,6,13,18,20,22,10,0,0,1,1,1,0
2025167,1,7,14,18,26,32,14,1,1,0,0,0,1
2025168,9,15,18,20,26,33,11,0,1,0,1,0,1
2025169,1,7,8,11,15,23,8,1,0,0,0,1,1
2025170,5,19,20,23,24,27,15,0,0,0,1,1,1
2025171,13,16,18,22,27,31,1,1,1,1,1,1,1
2025172,11,12,15,22,27,33,5,0,1,1,0,0,0
2025173,6,7,18,23,30,32,13,1,0,1,1,0,0
2025174,2,17,19,22,26,28,3,0,0,1,0,1,0
2025175,3,7,17,23,24,32,12,1,1,0,1,1,0
2025176,11,15,19,20,22,25,15,0,1,0,0,0,1
2025177,2,6,10,19,20,31,12,1,0,0,1,0,1
2025178,1,10,25,27,28,31,16,0,0,0,0,1,1
2025179,5,13,16,18,25,30,4,1,1,1,0,1,1
2025180,4,7,19,26,31,33,10,0,1,1,1,1,1
2025181,11,12,13,24,25,31,14,1,0,1,0,0,0
2025182,9,14,20,23,29,32,11,0,0,1,1,0,0
2025183,7,21,22,24,29,31,11,1,1,0,0,1,0
2025184,8,13,16,26,28,33,15,0,1,0,1,1,0
2025185,6,19,28,29,30,31,13,1,0,0,0,0,1
2025186,1,11,18,19,25,27,15,0,0,0,1,0,1
2025187,7,12,13,14,19,21,14,1,1,1,1,0,1
2025188,1,8,13,20,21,27,5,0,1,1,0,1,1
2025189,6,14,19,20,24,33,1,1,0,1,1,1,1
2025190,6,16,19,21,32,33,3,0,0,1,0,0,0
2025191,2,20,24,26,29,33,13,1,1,0,1,0,0
2025192,6,13,15,28,30,33,12,0,1,0,0,1,0
2025193,7,12,16,23,30,33,11,1,0,0,1,1,0
2025194,1,3,7,9,19,29,15,0,0,0,0,0,1
2025195,8,15,16,20,22,30,6,1,1,1,0,0,1
2025196,8,11,20,26,27,30,6,0,1,1,1,0,1
2025197,1,3,16,24,30,31,2,1,0,1,0,1,1
2025198,3,13,26,27,28,31,14,0,0,1,1,1,1
2025199,8,17,20,21,23,25,1,1,1,0,0,0,0
2025200,2,10,24,27,29,31,13,0,1,0,1,0,0
2025201,3,13,17,21,23,24,15,1,0,0,0,1,0
2025202,4,5,8,9,28,33,4,0,0,0,1,1,0
2025203,5,11,14,22,24,33,8,1,1,1,1,1,0
2025204,4,9,11,14,21,31,3,0,1,1,0,0,1
2025205,8,9,25,30,31,32,11,1,0,1,1,0,1
2025206,11,15,19,23,26,29,9,0,0,1,0,1,1
2025207,3,5,17,18,25,30,10,1,1,0,1,1,1
2025208,2,12,15,19,29,30,10,0,1,0,0,0,0
2025209,10,11,16,19,20,21,15,1,0,0,1,0,0
2025210,5,10,19,23,24,26,5,0,0,0,0,1,0
2025211,1,8,9,19,21,25,7,1,1,1,0,1,0
2025212,1,9,10,12,19,20,13,0,1,1,1,1,0
2025213,5,11,12,19,21,31,11,1,0,1,0,0,1
2025214,16,21,24,25,28,30,6,0,0,1,1,0,1
2025215,1,12,13,16,29,31,3,1,1,0,0,1,1
2025216,5,7,8,10,15,22,9,0,1,0,1,1,1
2025217,8,12,13,15,16,19,1,1,0,0,0,0,0
2025218,2,12,13,15,22,32,4,0,0,0,1,0,0
2025219,5,9,18,22,28,30,3,1,1,1,1,0,0
2025220,4,8,17,19,29,32,9,0,1,1,0,1,0
2025221,8,12,15,16,23,30,6,1,0,1,1,1,0
2025222,3,9,18,24,32,33,7,0,0,1,0,0,1
2025223,2,5,7,9,10,17,8,1,1,0,1,0,1
2025224,4,15,16,18,26,31,2,0,1,0,0,1,1
2025225,4,5,7,15,16,21,3,1,0,0,1,1,1
2025226,4,7,13,18,19,31,16,0,0,0,0,0,0
2025227,1,4,14,19,20,28,15,1,1,1,0,0,0
2025228,1,9,13,14,25,30,9,0,1,1,1,0,0
2025229,11,12,16,17,30,32,10,1,0,1,0,1,0
2025230,8,11,17,18,20,28,9,0,0,1,1,1,0
2025231,4,15,20,21,25,33,6,1,1,0,0,0,1
2025232,1,11,16,17,29,32,16,0,1,0,1,0,1
2025233,3,11,12,14,22,25,10,1,0,0,0,1,1
2025234,7,11,18,21,22,29,6,0,0,0,1,1,1
2025235,7,8,10,13,25,32,10,1,1,1,1,1,1
2025236,4,10,20,21,22,31,7,0,1,1,0,0,0
2025237,6,7,10,13,21,25,6,1,0,1,1,0,0
2025238,11,16,17,21,32,33,14,0,0,1,0,1,0
2025239,9,15,16,18,28,30,10,1,1,0,1,1,0
2025240,10,11,12,24,32,33,11,0,1,0,0,0,1
2025241,13,14,19,20,25,29,14,1,0,0,1,0,1
2025242,1,2,12,14,21,26,5,0,0,0,0,1,1
2025243,1,7,18,23,27,30,7,1,1,1,0,1,1
2025244,1,11,12,17,19,27,14,0,1,1,1,1,1
2025245,7,18,21,24,25,31,7,1,0,1,0,0,0
2025246,3,4,9,28,29,33,8,0,0,1,1,0,0
2025247,11,16,19,21,24,31,16,1,1,0,0,1,0
2025248,3,16,23,25,30,31,8,0,1,0,1,1,0
2025249,2,4,18,21,25,31,11,1,0,0,0,0,1
2025250,4,10,15,18,24,30,16,0,0,0,1,0,1
2025251,5,9,11,14,24,25,5,1,1,1,1,0,1
2025252,3,7,10,18,19,20,15,0,1,1,0,1,1
2025253,16,18,19,21,22,25,9,1,0,1,1,1,1
2025254,2,3,5,19,25,30,11,0,0,1,0,0,0
2025255,6,7,24,29,32,33,11,1,1,0,1,0,0
2025256,7,11,12,15,30,32,9,0,1,0,0,1,0
2025257,2,4,5,14,17,21,14,1,0,0,1,1,0
2025258,2,17,26,27,32,33,2,0,0,0,0,0,1
2025259,1,2,14,19,24,33,11,1,1,1,0,0,1
2025260,3,11,19,21,32,33,3,0,1,1,1,0,1
2025261,6,8,17,18,26,33,3,1,0,1,0,1,1
2025262,3,13,22,25,30,31,14,0,0,1,1,1,1
2025263,15,18,24,29,30,32,5,1,1,0,0,0,0
2025264,5,6,11,19,21,22,15,0,1,0,1,0,0
2025265,1,2,10,13,19,28,13,1,0,0,0,1,0
2025266,1,2,5,8,11,14,9,0,0,0,1,1,0
2025267,15,18,21,22,32,33,7,1,1,1,1,1,0
2025268,5,7,10,23,25,31,10,0,1,1,0,0,1
2025269,1,7,12,18,20,28,2,1,0,1,1,0,1
2025270,3,9,11,23,28,31,11,0,0,1,0,1,1
2025271,6,7,10,14,15,32,9,1,1,0,1,1,1
2025272,1,5,12,14,15,25,15,0,1,0,0,0,0
2025273,1,8,15,24,25,28,7,1,0,0,1,0,0
2025274,4,7,13,15,25,31,7,0,0,0,0,1,0
2025275,3,6,8,17,19,25,4,1,1,1,0,1,0
2025276,4,11,14,16,20,24,12,0,1,1,1,1,0
2025277,3,7,21,26,27,31,12,1,0,1,0,0,1
2025278,1,4,15,17,31,32,1,0,0,1,1,0,1
2025279,4,12,13,25,27,28,12,1,1,0,0,1,1
2025280,5,10,14,20,21,28,8,0,1,0,1,1,1
2025281,1,6,9,16,25,29,11,1,0,0,0,0,0
2025282,3,6,8,10,19,28,1,0,0,0,1,0,0
2025283,5,9,10,16,23,25,2,1,1,1,1,0,0
2025284,4,10,14,22,24,28,12,0,1,1,0,1,0
2025285,6,11,14,17,27,30,5,1,0,1,1,1,0
2025286,4,12,24,26,29,30,6,0,0,1,0,0,1
2025287,2,7,10,13,21,32,12,1,1,0,1,0,1
2025288,1,11,17,21,26,31,1,0,1,0,0,1,1
2025289,3,5,14,24,28,31,2,1,0,0,1,1,1
2025290,1,4,6,11,12,25,8,0,0,0,0,0,0
2025291,3,4,6,15,16,27,14,1,1,1,0,0,0
2025292,9,20,21,26,28,29,1,0,1,1,1,0,0
2025293,9,16,20,29,30,31,5,1,0,1,0,1,0
2025294,20,21,22,23,24,31,4,0,0,1,1,1,0
2025295,19,24,27,28,31,32,7,1,1,0,0,0,1
2025296,5,9,15,17,26,30,8,0,1,0,1,0,1
2025297,6,7,10,13,20,23,4,1,0,0,0,1,1
2025298,6,9,15,16,22,24,10,0,0,0,1,1,1
2025299,17,19,22,29,30,33,9,1,1,1,1,1,1
2025300,5,9,12,14,21,22,2,0,1,1,0,0,0
2025301,1,4,6,7,25,26,5,1,0,1,1,0,0
2025302,1,3,6,11,13,16,16,0,0,1,0,1,0
2025303,7,21,23,27,28,31,13,1,1,0,1,1,0
2025304,9,14,15,18,20,29,15,0,1,0,0,0,1
2025305,8,11,17,18,21,25,11,1,0,0,1,0,1
2025306,11,12,16,17,26,28,15,0,0,0,0,1,1
2025307,3,7,9,17,22,25,12,1,1,1,0,1,1
2025308,2,4,5,18,28,31,8,0,1,1,1,1,1
2025309,4,8,10,18,23,30,5,1,0,1,0,0,0
2025310,3,14,15,18,20,23,6,0,0,1,1,0,0
2025311,5,8,13,22,26,27,1,1,1,0,0,1,0
2025312,5,13,17,20,23,25,2,0,1,0,1,1,0
2025313,6,12,15,17,23,24,6,1,0,0,0,0,1
2025314,7,11,20,21,28,31,8,0,0,0,1,0,1
2025315,2,7,9,10,28,32,13,1,1,1,1,0,1
2025316,14,16,17,19,25,29,15,0,1,1,0,1,1
2025317,1,3,9,10,21,24,9,1,0,1,1,1,1
2025318,14,20,24,29,30,33,3,0,0,1,0,0,0
2025319,4,5,16,27,31,32,6,1,1,0,1,0,0
2025320,6,14,16,21,26,32,13,0,1,0,0,1,0
2025321,3,8,12,13,16,27,9,1,0,0,1,1,0
2025322,4,9,19,24,26,30,5,0,0,0,0,0,1
2025323,5,9,14,22,25,29,11,1,1,1,0,0,1
2025324,1,4,8,10,17,31,16,0,1,1,1,0,1
2025325,4,10,15,18,27,29,15,1,0,1,0,1,1
2025326,5,10,11,24,25,29,9,0,0,1,1,1,1
2025327,3,4,9,25,27,29,15,1,1,0,0,0,0
2025328,11,23,28,29,30,33,16,0,1,0,1,0,0
2025329,3,4,15,17,19,24,12,1,0,0,0,1,0
2025330,14,16,23,27,29,32,2,0,0,0,1,1,0
2025331,7,9,18,24,27,30,9,1,1,1,1,1,0
2025332,9,14,22,27,32,33,12,0,1,1,0,0,1
2025333,1,4,6,16,23,26,8,1,0,1,1,0,1
2025334,9,14,15,19,22,32,4,0,0,1,0,1,1
2025335,17,20,22,25,28,32,13,1,1,0,1,1,1
